augmented_mean_logprobs,boundary_idx,char_jaccard_disagreement,critical,dataset,internal_confidence_logprob_std,internal_confidence_mean_logprob,label_reason,llm_continuation_correct,llm_oracle_correct,prefix_char_len,prefix_token_len,problem_id,question_id,score_variance,selected_rank,slm_final_correct,source_root,structured_disagreement,xrd,xrd_component_scores,xrd_error
"[-1.7875228985376452, -1.7412164268398556, -1.9690777537980466, -0.5127751957363103]",76,0.7848080671859963,False,math500,0.1043290702018184,-0.5362884975215704,oracle_incorrect,False,False,9511,3041,9,,0.010884554889175951,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.966359571206394,"[-1.207826449331833, -1.074473161713513, -1.4507227887190273, -0.13241588506120294]",
"[-2.250563094281966, -1.3850897474738606, -1.3636479408802011, -0.8498128265543414]",114,0.7087039325463255,False,math500,0.1157347861137902,-0.21981354485038282,oracle_incorrect,False,False,12277,4105,9,,0.013394540716804765,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-1.2424648574472095,"[-1.8345592344483825, -1.2255013192278663, -1.2451125723947634, -0.6646863037178257]",
"[-0.831113249788541, -2.8794058302858807, -1.2672146036481233, -1.2672146036481233]",152,0.5207977207977208,False,math500,0.20116421520765712,-0.39162867091664094,oracle_incorrect,False,False,15003,5006,9,,0.04046704148011258,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-1.1696084009260261,"[-0.09966885515350721, -2.528643192921062, -1.020704832992329, -1.0294167226372066]",
"[-0.7519703599409127, -0.8537597818198037, -0.7337925573295934, -1.3840021403425213]",0,0.5333797982867317,True,math500,0.014131023970912123,-0.3491794361798062,slm_wrong_llm_boundary_recovers,True,True,182,119,10,,0.00019968583846649302,0,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.5817017736784016,"[-0.40115418545861936, -0.5236580168510994, -0.36406020287020624, -1.0379346895336814]",
"[-1.14202325132419, -1.1065040453759138, -1.2383362298539093, -1.0385455645510433]",5,0.5884406504860332,False,math500,0.11099150155601821,-0.26803954346707476,slm_wrong_llm_boundary_not_recovered,False,True,1506,498,10,,0.012319113417659594,1,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.8633127293091893,"[-0.9742495451444597, -0.9338951293726154, -0.7983955751761718, -0.7467106675435105]",
"[-2.1404735841744698, -2.1404735841744698, -1.787830435889191, -2.1423407974099975]",10,0.3,False,math500,0.016340013280959773,-0.09885085996741338,slm_wrong_llm_boundary_not_recovered,False,True,2241,717,10,,0.0002669960340219418,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-1.9539287404446186,"[-2.0510566352733806, -2.0510566352733806, -1.660677842722805, -2.0529238485089083]",
"[-1.2848475494902232, -1.19989482148776, -0.6444204760377943, -0.9849624590069652]",14,0.5107721148340686,False,math500,0.10622842672346189,-0.3256215383342216,slm_wrong_llm_boundary_not_recovered,False,True,2538,821,10,,0.011284478644141912,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.7029097881714641,"[-1.0385746438010344, -0.6939647960060711, -0.39411948115031237, -0.6849802317284386]",
"[-1.1360665785590147, -1.232559007476084, -0.9087699786641679, -1.610016757854672]",19,0.651654411764706,False,math500,0.12979367931310273,-0.25891018780578556,slm_wrong_llm_boundary_not_recovered,False,True,3066,990,10,,0.01684639918963255,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.25,-0.9629428928326991,"[-0.9688619180011149, -1.068136994750239, -0.4288691743900017, -1.3859034841894406]",
"[-1.3084095483068268, -1.3238390096808246, -1.3003184633637375, -1.6727410702601446]",0,0.6120758272178198,False,math500,0.07304148075012062,-0.34893143503442925,slm_wrong_llm_boundary_not_recovered,False,True,276,201,11,,0.005335057910170242,0,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-1.052395587868454,"[-1.0669444394047183, -0.8893262417658292, -0.9070710438285197, -1.3462406264747493]",
"[-1.1797515542444899, -2.748037592453115, -1.0909808533738925, -1.2041762778851535]",24,0.8138584654033737,False,math500,0.34772971731156904,-0.5176297884940817,slm_wrong_llm_boundary_not_recovered,False,True,3348,1312,11,,0.12091595630158372,1,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-1.038106780995081,"[-0.8458305386138427, -1.6332824223346132, -0.8429065824026516, -0.8304075806292168]",
"[-1.3782657432343228, -1.403346686957775, -1.3953581699018864, -0.7281028280952739]",47,0.7700699727280443,False,math500,0.158188626036062,-0.3212697684793838,slm_wrong_llm_boundary_not_recovered,False,True,8706,3376,11,,0.025023641407177076,2,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-0.9049985885679308,"[-1.1746995949746477, -0.9023701809297542, -1.2663718850138719, -0.27655269335344923]",
"[-0.17808076809689766, -1.254347402521186, -0.18260913288613878, -2.9109578635237994]",70,0.6861436811952331,False,math500,0.16134206493825934,-0.229710053976581,slm_wrong_llm_boundary_not_recovered,False,True,10715,4198,11,,0.026031261918541493,3,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.9017887377804245,"[-0.03817013368211519, -1.0369296555377332, -0.11480702610966453, -2.417248135792185]",
"[-0.8668145363215274, -0.3822056849151636, -0.45667602005916663, -1.5444804014979403]",94,0.8370814641303291,False,math500,0.049328848377557216,-0.3771280304585549,slm_wrong_llm_boundary_not_recovered,False,True,12536,4982,11,,0.002433335282256029,4,False,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.43541613023989456,"[-0.47435736554158403, 0.0316294165784754, -0.1638630329166384, -1.1350735390798312]",
"[-1.3532355482171283, -1.1965571065189455, -0.7605535687260669, -1.695898411415468]",0,0.7715659717708246,False,math500,0.15583544179239991,-0.46351216594605343,slm_already_correct,False,True,146,153,12,,0.024284684918632456,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.7880489927733487,"[-0.6813943227191714, -0.6991768419066422, -0.5259846915159603, -1.2456401149516212]",
"[-1.3094750660394008, -1.3944359340175652, -1.1245385241555697, -1.3952881244533475]",9,0.38893959523158667,False,math500,0.06648777348655437,-0.31900921983801345,slm_already_correct,True,True,944,437,12,,0.004420624023199362,1,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.9869251923284573,"[-1.0428063532981469, -0.9638707771294719, -0.8158366728432864, -1.1251869660429241]",
"[-0.4115743304360616, -0.6435909701938272, -0.3136834073636976, -0.4334072223105636]",18,0.45293206112800277,False,math500,0.020113402073156705,-0.19797635037927275,slm_already_correct,True,True,1430,625,12,,0.0004045489429564644,2,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-0.2525876321967648,"[-0.23769301654264802, -0.4439464270809168, -0.12428454793757915, -0.20442653722591508]",
"[-0.1181270240563208, -0.1181270240563208, -0.1181270240563208, -0.1181270240563208]",27,0.0,False,math500,0.0,-0.009443298830138502,slm_already_correct,True,True,2475,1054,12,,0.0,3,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.0,-0.1086837252261823,"[-0.1086837252261823, -0.1086837252261823, -0.1086837252261823, -0.1086837252261823]",
"[-1.2719941978076739, -1.5840282133971673, -1.6955373498702622, -1.1472064989662116]",36,0.8319444444444445,False,math500,0.24681302239425498,-0.5406817304666196,slm_already_correct,True,True,3230,1401,12,,0.060916668023387,4,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.5,-0.8840098345437091,"[-0.970189314302323, -0.8922707750191745, -1.3937324663649113, -0.27984678248842754]",
"[-0.5473507197400522, -0.6402034649224788, -0.7333764481859362, -2.3531344037503006]",0,0.5103237416772745,False,math500,0.13047326558537328,-0.25881768166879626,slm_already_correct,True,True,199,276,13,,0.017023273032511353,0,True,/home/lhyang/Documents/code/GlimpRouter-main/bpa_results/diagnostics1,0.75,-0.8096985774808957,"[-0.39921287546647477, -0.5122310189192802, -0.4229171731563355, -1.9044332423814923]",
